,trx,item
16188,4007,frozen vegetables
16189,4007,mineral water
16190,4007,milk
16191,4007,olive oil
16192,4007,eggs
16193,4007,chocolate
16194,4007,escalope
16195,4007,yogurt cake
16196,4008,escalope
16197,4009,grated cheese
16198,4009,ground beef
16199,4009,tomato sauce
16200,4009,spaghetti
16201,4009,mineral water
16202,4009,fromage blanc
16203,4009,pancakes
16204,4009,cooking oil
16205,4009,frozen smoothie
16206,4009,tomato juice
16207,4010,hot dogs
16208,4010,light mayo
16209,4011,eggs
16210,4012,shrimp
16211,4012,spaghetti
16212,4013,burgers
16213,4013,frozen vegetables
16214,4013,spaghetti
16215,4013,mineral water
16216,4013,pancakes
16217,4013,champagne
16218,4013,protein bar
16219,4013,hand protein bar
16220,4014,frozen vegetables
16221,4014,frozen smoothie
16222,4014,light mayo
16223,4015,mineral water
16224,4016,cookies
16225,4017,mineral water
16226,4017,olive oil
16227,4018,eggs
16228,4019,burgers
16229,4019,french fries
16230,4019,frozen smoothie
16231,4019,hot dogs
16232,4019,strawberries
16233,4019,green tea
16234,4020,frozen vegetables
16235,4020,muffins
16236,4020,green grapes
16237,4021,escalope
16238,4022,pancakes
16239,4022,cookies
16240,4022,green tea
16241,4023,french fries
16242,4023,cookies
16243,4024,mineral water
16244,4024,avocado
16245,4024,cake
16246,4024,pet food
16247,4024,eggplant
16248,4024,french fries
16249,4024,escalope
16250,4024,mushroom cream sauce
16251,4024,fresh bread
16252,4024,toothpaste
16253,4025,champagne
16254,4026,cookies
16255,4027,milk
16256,4027,chicken
16257,4027,eggs
16258,4027,pancakes
16259,4028,chocolate
16260,4029,turkey
16261,4029,soup
16262,4029,spinach
16263,4029,french fries
16264,4029,salt
16265,4030,milk
16266,4030,cake
16267,4031,escalope
16268,4031,shallot
16269,4031,white wine
16270,4032,frozen vegetables
16271,4032,milk
16272,4032,chicken
16273,4033,butter
16274,4033,whole wheat rice
16275,4033,low fat yogurt
16276,4034,shrimp
16277,4034,tomatoes
16278,4034,carrots
16279,4034,chocolate
16280,4034,low fat yogurt
16281,4035,low fat yogurt
16282,4036,french fries
16283,4036,cookies
16284,4036,mushroom cream sauce
16285,4036,honey
16286,4037,frozen vegetables
16287,4037,avocado
16288,4037,chocolate
16289,4037,french fries
16290,4037,escalope
16291,4037,champagne
16292,4037,fresh bread
16293,4038,chocolate
16294,4038,escalope
16295,4039,cookies
16296,4039,strawberries
16297,4040,pepper
16298,4040,spaghetti
16299,4040,mineral water
16300,4040,milk
16301,4040,pancakes
16302,4040,cake
16303,4040,white wine
16304,4040,green tea
16305,4041,cake
16306,4041,french fries
16307,4042,frozen vegetables
16308,4042,milk
16309,4042,almonds
16310,4042,whole wheat rice
16311,4042,cooking oil
16312,4042,chocolate
16313,4042,french fries
16314,4042,light mayo
16315,4042,low fat yogurt
16316,4043,red wine
16317,4043,spaghetti
16318,4043,mineral water
16319,4043,cider
16320,4043,french fries
16321,4043,cookies
16322,4043,pancakes
16323,4043,energy drink
16324,4044,tomatoes
16325,4044,mineral water
16326,4044,green tea
16327,4044,chocolate
16328,4044,frozen smoothie
16329,4044,escalope
16330,4045,french fries
16331,4046,grated cheese
16332,4046,frozen vegetables
16333,4046,tomatoes
16334,4046,mineral water
16335,4046,olive oil
16336,4046,protein bar
16337,4046,hand protein bar
16338,4046,fresh bread
16339,4046,green tea
16340,4047,eggs
16341,4048,olive oil
16342,4048,eggs
16343,4049,french fries
16344,4049,cottage cheese
16345,4050,chocolate
16346,4050,almonds
16347,4050,vegetables mix
16348,4050,cake
16349,4050,french fries
16350,4050,frozen smoothie
16351,4050,pancakes
16352,4050,energy drink
16353,4051,cookies
16354,4052,frozen vegetables
16355,4052,mineral water
16356,4052,meatballs
16357,4052,butter
16358,4052,eggs
16359,4053,mineral water
16360,4053,energy bar
16361,4053,chocolate
16362,4053,low fat yogurt
16363,4054,milk
16364,4054,french fries
16365,4054,brownies
16366,4055,burgers
16367,4055,milk
16368,4055,cake
16369,4055,eggplant
16370,4055,green tea
16371,4056,turkey
16372,4056,spaghetti
16373,4056,mineral water
16374,4056,chocolate
16375,4056,eggs
16376,4056,cooking oil
16377,4056,pet food
16378,4056,cookies
16379,4056,protein bar
16380,4057,ham
16381,4057,ground beef
16382,4057,spaghetti
16383,4057,milk
16384,4057,olive oil
16385,4057,french wine
16386,4057,muffins
16387,4057,pancakes
16388,4057,whole weat flour
16389,4057,cottage cheese
16390,4057,green tea
16391,4058,cookies
16392,4059,frozen vegetables
16393,4059,whole wheat pasta
16394,4059,ground beef
16395,4059,spaghetti
16396,4059,milk
16397,4059,chicken
16398,4059,eggs
16399,4059,french fries
16400,4059,green tea
16401,4060,milk
16402,4060,fromage blanc
16403,4060,salmon
16404,4060,eggs
16405,4061,low fat yogurt
16406,4062,flax seed
16407,4062,eggs
16408,4062,chicken
16409,4062,green tea
16410,4063,tomatoes
16411,4064,green tea
16412,4065,burgers
16413,4065,ground beef
16414,4065,mineral water
16415,4065,meatballs
16416,4065,milk
16417,4065,eggs
16418,4065,cake
16419,4066,mineral water
16420,4066,candy bars
16421,4067,turkey
16422,4067,burgers
16423,4067,shrimp
16424,4067,tomatoes
16425,4067,cooking oil
16426,4068,cookies
16427,4069,mineral water
16428,4069,chocolate
16429,4069,milk
16430,4069,energy bar
16431,4069,white wine
16432,4070,eggs
16433,4070,french fries
16434,4071,tomatoes
16435,4071,eggs
16436,4072,cookies
16437,4073,shrimp
16438,4073,frozen vegetables
16439,4073,tomatoes
16440,4073,parmesan cheese
16441,4073,ground beef
16442,4073,spaghetti
16443,4073,eggs
16444,4073,cake
16445,4073,oatmeal
16446,4073,cereals
16447,4074,frozen vegetables
16448,4074,whole wheat rice
16449,4075,shrimp
16450,4075,avocado
16451,4075,candy bars
16452,4076,shrimp
16453,4076,tomatoes
16454,4076,mineral water
16455,4076,cooking oil
16456,4077,chocolate
16457,4077,almonds
16458,4077,vegetables mix
16459,4077,eggs
16460,4077,whole wheat rice
16461,4077,frozen smoothie
16462,4077,cottage cheese
16463,4078,melons
16464,4078,candy bars
16465,4079,whole wheat rice
16466,4080,low fat yogurt
16467,4081,frozen vegetables
16468,4081,tomatoes
16469,4081,mineral water
16470,4081,soup
16471,4081,milk
16472,4081,whole wheat rice
16473,4081,cake
16474,4081,cereals
16475,4082,eggs
16476,4082,chocolate
16477,4082,french fries
16478,4083,burgers
16479,4083,eggs
16480,4083,barbecue sauce
16481,4083,french fries
16482,4084,burgers
16483,4084,shallot
16484,4085,mineral water
16485,4085,milk
16486,4086,tomatoes
16487,4086,energy bar
16488,4086,cake
16489,4086,tomato juice
16490,4087,milk
16491,4087,chocolate
16492,4088,milk
16493,4088,chicken
16494,4088,eggs
16495,4089,burgers
16496,4089,shrimp
16497,4089,chocolate
16498,4089,pancakes
16499,4089,eggs
16500,4089,cooking oil
16501,4089,french fries
16502,4090,shrimp
16503,4090,milk
16504,4090,tomato juice
16505,4091,butter
16506,4091,flax seed
16507,4091,green tea
16508,4091,magazines
16509,4092,burgers
16510,4092,cottage cheese
16511,4093,mineral water
16512,4093,whole wheat rice
16513,4093,cake
16514,4093,rice
16515,4093,cooking oil
16516,4093,chicken
16517,4093,french fries
16518,4093,cookies
16519,4094,shrimp
16520,4094,spaghetti
16521,4094,mineral water
16522,4094,bacon
16523,4094,eggs
16524,4094,brownies
16525,4095,grated cheese
16526,4095,shrimp
16527,4095,tomatoes
16528,4095,spaghetti
16529,4095,mineral water
16530,4096,cookies
16531,4097,cookies
16532,4097,low fat yogurt
16533,4098,clothes accessories
16534,4099,hot dogs
16535,4100,ground beef
16536,4100,olive oil
16537,4100,oil
16538,4100,antioxydant juice
16539,4101,ham
16540,4101,spaghetti
16541,4101,mineral water
16542,4101,eggs
16543,4101,chicken
16544,4101,green tea
16545,4101,chocolate
16546,4101,frozen smoothie
16547,4102,mineral water
16548,4102,eggs
16549,4102,whole wheat rice
16550,4102,chocolate
16551,4102,escalope
16552,4103,eggs
16553,4104,grated cheese
16554,4104,ground beef
16555,4104,rice
16556,4105,spaghetti
16557,4105,body spray
16558,4106,mineral water
16559,4106,green tea
16560,4107,chocolate
16561,4107,french fries
16562,4108,burgers
16563,4108,shrimp
16564,4108,spaghetti
16565,4108,olive oil
16566,4108,salmon
16567,4108,cooking oil
16568,4108,escalope
16569,4108,tomato juice
16570,4109,herb & pepper
16571,4109,mineral water
16572,4109,soup
16573,4109,milk
16574,4109,french wine
16575,4109,pancakes
16576,4109,eggs
16577,4109,honey
16578,4109,oil
16579,4109,champagne
16580,4109,magazines
16581,4109,mayonnaise
16582,4110,vegetables mix
16583,4111,barbecue sauce
16584,4112,milk
16585,4113,ham
16586,4113,tomatoes
16587,4113,avocado
16588,4113,fromage blanc
16589,4113,pancakes
16590,4113,eggs
16591,4113,honey
16592,4113,whole wheat rice
16593,4113,cake
16594,4113,gums
16595,4113,light mayo
16596,4114,frozen vegetables
16597,4114,ground beef
16598,4114,spaghetti
16599,4114,mineral water
16600,4114,milk
16601,4114,black tea
16602,4114,pancakes
16603,4114,eggs
16604,4114,cooking oil
16605,4114,barbecue sauce
16606,4114,chocolate
16607,4115,tomatoes
16608,4115,milk
16609,4116,eggs
16610,4116,green tea
16611,4117,ground beef
16612,4118,frozen vegetables
16613,4118,whole wheat pasta
16614,4118,olive oil
16615,4118,eggs
16616,4118,carrots
16617,4118,green tea
16618,4118,french fries
16619,4118,cottage cheese
16620,4119,olive oil
16621,4119,cake
16622,4119,chocolate
16623,4120,burgers
16624,4120,red wine
16625,4120,shrimp
16626,4120,mineral water
16627,4120,milk
16628,4120,honey
16629,4121,turkey
16630,4121,burgers
16631,4121,eggs
16632,4121,french fries
16633,4121,pasta
16634,4121,green tea
16635,4122,ham
16636,4122,ground beef
16637,4122,spaghetti
16638,4122,olive oil
16639,4122,vegetables mix
16640,4122,muffins
16641,4123,mineral water
16642,4123,cookies
16643,4124,cottage cheese
16644,4124,mayonnaise
16645,4125,chicken
16646,4125,oil
16647,4125,cookies
16648,4125,brownies
16649,4125,tomato juice
16650,4125,toothpaste
16651,4126,mineral water
16652,4126,whole wheat rice
16653,4126,escalope
16654,4126,low fat yogurt
16655,4127,shrimp
16656,4127,pepper
16657,4127,energy bar
16658,4127,cooking oil
16659,4127,escalope
16660,4127,fresh bread
16661,4128,frozen vegetables
16662,4128,whole wheat rice
16663,4128,cake
16664,4129,burgers
16665,4129,french wine
16666,4129,eggs
16667,4129,barbecue sauce
16668,4129,cottage cheese
16669,4129,melons
16670,4129,fresh bread
16671,4129,white wine
16672,4130,mineral water
16673,4130,green tea
16674,4130,honey
16675,4131,chili
16676,4132,shrimp
16677,4132,tomatoes
16678,4132,ground beef
16679,4132,mineral water
16680,4132,oil
16681,4133,herb & pepper
16682,4133,ground beef
16683,4133,spaghetti
16684,4133,salmon
16685,4133,muffins
16686,4133,eggs
16687,4133,chicken
16688,4134,cookies
16689,4135,frozen vegetables
16690,4136,energy bar
16691,4136,chocolate bread
16692,4136,whole weat flour
16693,4136,mint
16694,4137,cookies
16695,4138,ham
16696,4138,grated cheese
16697,4138,frozen vegetables
16698,4138,ground beef
16699,4138,spaghetti
16700,4139,chicken
16701,4139,eggs
16702,4140,ham
16703,4140,spaghetti
16704,4140,mineral water
16705,4140,eggs
16706,4140,green tea
16707,4141,burgers
16708,4141,frozen vegetables
16709,4141,tomatoes
16710,4141,soup
16711,4141,energy bar
16712,4141,escalope
16713,4142,turkey
16714,4142,burgers
16715,4142,frozen vegetables
16716,4142,ground beef
16717,4142,mineral water
16718,4142,almonds
16719,4142,salmon
16720,4142,barbecue sauce
16721,4142,carrots
16722,4142,hot dogs
16723,4143,burgers
16724,4143,butter
16725,4143,escalope
16726,4143,cauliflower
16727,4144,mineral water
16728,4144,chocolate
16729,4144,chicken
16730,4144,escalope
16731,4145,mineral water
16732,4145,black tea
16733,4145,almonds
16734,4145,pancakes
16735,4145,eggs
16736,4146,salmon
16737,4146,vegetables mix
16738,4147,ground beef
16739,4147,spaghetti
16740,4147,milk
16741,4147,zucchini
16742,4148,tomatoes
16743,4148,spaghetti
16744,4148,mineral water
16745,4148,milk
16746,4148,rice
16747,4148,oil
16748,4149,chocolate
16749,4150,french fries
16750,4151,dessert wine
16751,4151,chocolate
16752,4151,spaghetti
16753,4151,salmon
16754,4151,cooking oil
16755,4151,protein bar
16756,4151,hand protein bar
16757,4152,shrimp
16758,4152,tomatoes
16759,4152,mineral water
16760,4152,chicken
16761,4152,whole weat flour
16762,4152,cottage cheese
16763,4152,body spray
16764,4152,fresh bread
16765,4153,salt
16766,4154,shrimp
16767,4154,soup
16768,4154,butter
16769,4155,fresh tuna
16770,4155,mineral water
16771,4155,eggs
16772,4156,red wine
16773,4156,cooking oil
16774,4156,french fries
16775,4157,cookies
16776,4158,burgers
16777,4158,eggs
16778,4159,eggs
16779,4159,cookies
16780,4160,burgers
16781,4160,french fries
16782,4160,yogurt cake
16783,4161,eggs
16784,4161,pet food
16785,4162,salmon
16786,4162,chocolate
16787,4163,tomatoes
16788,4163,mineral water
16789,4163,honey
16790,4163,whole wheat rice
16791,4163,cooking oil
16792,4163,whole weat flour
16793,4163,frozen smoothie
16794,4163,low fat yogurt
16795,4164,mineral water
16796,4164,frozen smoothie
16797,4165,turkey
16798,4165,spaghetti
16799,4165,olive oil
16800,4165,strong cheese
16801,4165,pancakes
16802,4165,eggs
16803,4165,tomato juice
16804,4165,fresh bread
16805,4166,spaghetti
16806,4166,black tea
16807,4167,honey
16808,4167,escalope
16809,4167,low fat yogurt
16810,4168,shrimp
16811,4169,mineral water
16812,4169,eggs
16813,4169,strawberries
16814,4170,turkey
16815,4170,burgers
16816,4170,whole wheat pasta
16817,4170,chocolate
16818,4170,milk
16819,4170,olive oil
16820,4170,chicken
16821,4170,pancakes
16822,4170,cooking oil
16823,4170,green tea
16824,4171,energy bar
16825,4171,pancakes
16826,4172,mushroom cream sauce
16827,4173,french fries
16828,4174,burgers
16829,4174,milk
16830,4174,cake
16831,4174,cereals
16832,4175,pickles
16833,4175,light mayo
16834,4176,cake
16835,4176,oil
16836,4176,escalope
16837,4176,pancakes
16838,4176,yogurt cake
16839,4177,yogurt cake
16840,4177,candy bars
16841,4178,ground beef
16842,4178,cookies
16843,4179,tomatoes
16844,4179,mineral water
16845,4179,eggplant
16846,4179,french fries
16847,4180,ground beef
16848,4180,spaghetti
16849,4180,mineral water
16850,4180,chili
16851,4180,escalope
16852,4181,burgers
16853,4181,mineral water
16854,4181,salmon
16855,4181,vegetables mix
16856,4181,pancakes
16857,4181,eggs
16858,4181,frozen smoothie
16859,4181,body spray
16860,4182,escalope
16861,4183,whole wheat rice
16862,4183,cookies
16863,4183,protein bar
16864,4183,hand protein bar
16865,4184,french wine
16866,4184,pet food
16867,4185,french fries
16868,4186,french fries
16869,4186,escalope
16870,4186,pasta
16871,4186,mushroom cream sauce
16872,4186,fresh bread
16873,4187,mineral water
16874,4187,chocolate
16875,4187,cereals
16876,4188,turkey
16877,4188,eggs
16878,4189,frozen vegetables
16879,4189,tomatoes
16880,4189,chicken
16881,4189,fresh bread
16882,4189,magazines
16883,4189,green tea
16884,4190,dessert wine
16885,4190,ground beef
16886,4190,pepper
16887,4190,butter
16888,4190,chicken
16889,4190,french fries
16890,4190,zucchini
16891,4191,milk
16892,4191,frozen smoothie
16893,4192,french fries
16894,4192,cottage cheese
16895,4193,ground beef
16896,4193,spaghetti
16897,4193,milk
16898,4193,extra dark chocolate
16899,4193,green tea
16900,4194,tomatoes
16901,4194,meatballs
16902,4194,french fries
16903,4195,escalope
16904,4196,tomatoes
16905,4196,french fries
16906,4196,strawberries
16907,4197,frozen vegetables
16908,4197,chocolate
16909,4197,eggs
16910,4197,eggplant
16911,4197,clothes accessories
16912,4197,green tea
16913,4198,avocado
16914,4198,brownies
16915,4199,mineral water
16916,4199,eggs
16917,4199,cake
16918,4199,low fat yogurt
16919,4200,dessert wine
16920,4200,ground beef
16921,4200,spaghetti
16922,4200,mineral water
16923,4200,salmon
16924,4200,cooking oil
16925,4201,turkey
16926,4201,mineral water
16927,4201,eggs
16928,4201,bug spray
16929,4202,avocado
16930,4203,ground beef
16931,4203,spaghetti
16932,4203,mineral water
16933,4203,nonfat milk
16934,4203,honey
16935,4203,pet food
16936,4203,eggplant
16937,4203,white wine
16938,4204,cookies
16939,4205,mineral water
16940,4205,cake
16941,4206,eggs
16942,4206,white wine
16943,4207,cookies
16944,4208,burgers
16945,4208,milk
16946,4208,eggs
16947,4209,cookies
16948,4210,pasta
16949,4211,milk
16950,4212,chili
16951,4212,green beans
16952,4212,pancakes
16953,4213,mineral water
16954,4213,milk
16955,4213,chicken
16956,4213,eggs
16957,4213,blueberries
16958,4213,pancakes
16959,4214,burgers
16960,4214,carrots
16961,4214,french fries
16962,4214,green tea
16963,4215,eggs
16964,4215,cake
16965,4215,chicken
16966,4216,grated cheese
16967,4216,tomatoes
16968,4216,yams
16969,4216,avocado
16970,4216,salmon
16971,4216,rice
16972,4216,cooking oil
16973,4216,gluten free bar
16974,4216,protein bar
16975,4216,hand protein bar
16976,4217,soup
16977,4217,french fries
16978,4217,body spray
16979,4218,eggs
16980,4218,green tea
16981,4219,turkey
16982,4219,mineral water
16983,4219,chocolate
16984,4219,avocado
16985,4220,chocolate
16986,4221,french fries
16987,4222,ham
16988,4222,vegetables mix
16989,4222,frozen smoothie
16990,4223,turkey
16991,4223,frozen vegetables
16992,4223,milk
16993,4223,eggs
16994,4224,green tea
16995,4225,eggs
16996,4225,mushroom cream sauce
16997,4226,vegetables mix
16998,4227,olive oil
16999,4227,salmon
17000,4227,vegetables mix
17001,4228,eggs
17002,4228,whole wheat rice
17003,4229,french fries
17004,4229,escalope
17005,4229,pasta
17006,4229,mushroom cream sauce
17007,4230,cider
17008,4230,honey
17009,4230,low fat yogurt
17010,4231,mineral water
17011,4231,soup
17012,4231,avocado
17013,4231,champagne
17014,4231,gluten free bar
17015,4231,magazines
17016,4231,mayonnaise
17017,4231,low fat yogurt
17018,4232,ground beef
17019,4232,black tea
17020,4233,turkey
17021,4233,chocolate
17022,4233,whole wheat rice
17023,4234,escalope
17024,4234,pasta
17025,4235,french fries
17026,4236,spaghetti
17027,4236,mineral water
17028,4236,avocado
17029,4236,almonds
